,Symbol,Company Name
1857,HAVISHA,Sri Havisha Hospitality and Infrastructure Limited
1858,OMKARCHEM,Omkar Speciality Chemicals Limited
1859,LFIC,Lakshmi Finance & Industrial Corporation Limited
1860,UWCSL,Ultra Wiring Connectivity System Limited
1861,NARMADA,Narmada Agrobase Limited
1862,AMEYA,Ameya Precision Engineers Limited
1863,RITEZONE,Rite Zone Chemcon India Limited
1864,LCCINFOTEC,LCC Infotech Limited
1865,CALSOFT,California Software Company Limited
1866,SUPREMEENG,Supreme Engineering Limited
1867,KARMAENG,Karma Energy Limited
1868,SILLYMONKS,Silly Monks Entertainment Limited
1869,FMNL,Future Market Networks Limited
1870,SONUINFRA,Sonu Infratech Limited
1871,EASTSILK,Eastern Silk Industries Limited
1872,SOMATEX,Soma Textiles & Industries Limited
1873,3PLAND,3P Land Holdings Limited
1874,QUADPRO,Quadpro Ites Limited
1875,REXPIPES,Rex Pipes And Cables Industries Limited
1876,CYBERMEDIA,Cyber Media (India) Limited
1877,CADSYS,Cadsys (India) Limited
1878,VCL,Vaxtex Cotfab Limited
1879,EDUCOMP,Educomp Solutions Limited
1880,MOXSH,Moxsh Overseas Educon Limited
1881,WALPAR,Walpar Nutritions Limited
1882,OMFURN,Omfurn India Limited
1883,SUBCAPCITY,International Constructions Limited
1884,CMICABLES,CMI Limited
1885,SILGO,Silgo Retail Limited
1886,INFOMEDIA,Infomedia Press Limited
1887,VIJIFIN,Viji Finance Limited
1888,WILLAMAGOR,Williamson Magor & Company Limited
1889,THOMASCOTT,Thomas Scott (India) Limited
1890,JAKHARIA,JAKHARIA FABRIC LIMITED
1891,VIVO,Vivo Collaboration Solutions Limited
1892,ASLIND,ASL Industries Limited
1893,MPTODAY,Madhya Pradesh Today Media Limited
1894,DYNAMIC,Dynamic Services & Security Limited
1895,ORIENTALTL,Oriental Trimex Limited
1896,NKIND,NK Industries Limited
1897,TFL,Transwarranty Finance Limited
1898,RICHA,Richa Info Systems Limited
1899,NAGREEKCAP,Nagreeka Capital & Infrastructure Limited
1900,AMJUMBO,A and M Jumbo Bags Limited
1901,21STCENMGM,21st Century Management Services Limited
1902,SHANTI,Shanti Overseas (India) Limited
1903,MASKINVEST,Mask Investments Limited
1904,MOHITIND,Mohit Industries Limited
1905,KHAITANLTD,Khaitan (India) Limited
1906,SABAR,Sabar Flex India Limited
1907,UNIINFO,Uniinfo Telecom Services Limited
1908,MAKS,Maks Energy Solutions India Limited
1909,TAPIFRUIT,Tapi Fruit Processing Limited
1910,TANTIACONS,Tantia Constructions Limited
1911,GAYAHWS,Gayatri Highways Limited
1912,SETUINFRA,Setubandhan Infrastructure Limited
1913,VEEKAYEM,Veekayem Fashion and Apparels Limited
1914,ISHAN,Ishan International Limited
1915,TIJARIA,Tijaria Polypipes Limited
1916,ORTINLAB,Ortin Laboratories Limited
1917,GUJRAFFIA,Gujarat Raffia Industries Limited
1918,ONELIFECAP,Onelife Capital Advisors Limited
1919,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited
1920,VERA,Vera Synthetic Limited
1921,METALFORGE,Metalyst Forgings Limited
1922,SURANI,Surani Steel Tubes Limited
1923,LYPSAGEMS,Lypsa Gems & Jewellery Limited
1924,MITTAL,Mittal Life Style Limited
1925,TNTELE,Tamilnadu Telecommunication Limited
1926,AMIABLE,Amiable Logistics (India) Limited
1927,ABINFRA,A B Infrabuild Limited
1928,SMVD,SMVD Poly Pack Limited
1929,CONTI,Continental Seeds and Chemicals Limited
1930,NATNLSTEEL,National Steel And Agro Industries Limited
1931,TECHIN,Techindia Nirman Limited
1932,RMCL,Radha Madhav Corporation Limited
1933,SPRL,Sp Refractories Limited
1934,JALAN,Jalan Transolutions (India) Limited
1935,DESTINY,Destiny Logistics & Infra Limited
1936,S&SPOWER,S&S Power Switchgears Limited
1937,KAVVERITEL,Kavveri Telecom Products Limited
1938,KANDARP,Kandarp Digi Smart BPO Limited
1939,PERFECT,Perfect Infraengineers Limited
1940,ARENTERP,Rajdarshan Industries Limited
1941,UMESLTD,Usha Martin Education & Solutions Limited
1942,ANTGRAPHIC,Antarctica Limited
1943,KALYANI,Kalyani Commercials Limited
1944,SSINFRA,S.S. Infrastructure Development Consultants Limited
1945,SHYAMTEL,Shyam Telecom Limited
1946,CMMIPL,CMM Infraprojects Limited
1947,ACCORD,Accord Synergy Limited
1948,TVVISION,TV Vision Limited
1949,RMDRIP,R M Drip and Sprinklers Systems Limited
1950,BRIGHT,Bright Solar Limited
1951,DCMFINSERV,DCM Financial Services Limited
1952,PREMIER,Premier Limited
1953,EUROTEXIND,Eurotex Industries and Exports Limited
1954,RADAAN,Radaan Mediaworks India Limited
1955,KCK,Kck Industries Limited
1956,NORBTEAEXP,Norben Tea & Exports Limited
1957,SATHAISPAT,Sathavahana Ispat Limited
1958,AILIMITED,Abhishek Integrations Limited
1959,CREATIVEYE,Creative Eye Limited
1960,TARAPUR,Tarapur Transformers Limited
1961,ALPSINDUS,Alps Industries Limited
1962,ABNINT,A B N Intercorp Limited
1963,GLFL,Gujarat Lease Financing Limited
1964,VASA,Vasa Retail and Overseas Ltd
1965,BKMINDST,Bkm Industries Limited
1966,AHIMSA,Ahimsa Industries Limited
1967,GRETEX,Gretex Industries Limited
1968,SRIRAM,Shri Ram Switchgears Limited
1969,TRANSWIND,Transwind Infrastructures Limited
1970,NIRAJISPAT,Niraj Ispat Industries Limited
1971,SKSTEXTILE,SKS Textiles Limited
1972,LAKPRE,Lakshmi Precision Screws Limited
1973,SABEVENTS,Sab Events & Governance Now Media Limited
1974,INDLMETER,IMP Powers Limited
1975,DRL,Dhanuka Realty Limited
1976,MANAV,Manav Infra Projects Limited
1977,BHALCHANDR,Bhalchandram Clothing Limited
1978,INNOVATIVE,Innovative Tyres and Tubes Limited
1979,MELSTAR,Melstar Information Technologies Limited
